Agitated	Agitado
I wasn't man enough to let you hurt my pride	Eu não fui homem o bastante para te deixar ferir meu orgulho
Now I'm only left with my own jealousy	Agora estou só com meu ciúme
Oh, how strong can you be	Oh, como você pode ser forte
With matters of the heart?	Com assuntos do coração?
Life is much too short	A vida é muito curta
To while away with tears	Para se deixar passar com lágrimas
If only you could see just what you do to me	Se só você pudesse ver, o que você fez comigo
Oh, jealousy you tripped me up	Oh, ciúme, você me deu uma rasteira
Jealousy you brought me down	Ciúme você me deixou para baixo
You bring me sorrow you cause me pain	Você me traz tristeza, você me causa dor
Jealousy when will you let go?	Ciúme, quando você irá embora?
Gotta hold of my possessive mind	Tomou conta da minha mente possessiva
Turned me into a jealous kind	Transformou-me num tipo ciumento
How how how all my jealousy	Como, como, como, todo meu ciúme
I wasn't man enough to let you hurt my pride	Eu não fui homem o bastante para te deixar ferir meu orgulho
Now I'm only left with my own jealousy	Agora estou só com meu ciúme
Jesus	Jesus
And then I saw him in the crowd	E então eu o vi na multidão
A lot of people had gathered round him	Muitas pessoas se reuniram em volta dele
The beggers shouted and the lepers called him	Pedintes gritavam e leprosos o chamavam
The old man said nothing	O velho homem não disse nada
He just stared about him	Ele apenas olhou ao seu redor
All going down to see the Lord Jesus	Todos chegando para ver o Senhor Jesus
All going down to see the Lord Jesus	Todos chegando para ver o Senhor Jesus
All going down	Todos chegando para ver
Then came a man before his feet he fell	Então veio um homem e, diante dos pés dele, caiu
Unclean said the leper and rang his bell	Impuro, disse o leproso, lhe pareceu familiar
Felt the palm of a hand touch his head	Sentiu uma palma de mão tocar sua cabeça
Go now go now you're a new man instead	Vá agora, vá agora, você é um novo homem agora
All going down to see the lord Jesus	Todos chegando para ver o Senhor Jesus
All going down to see the lord Jesus	Todos chegando para ver o Senhor Jesus
All going down	Todos chegando para ver
It all began with the three wise men	Tudo começou com os três Reis Magos
Followed a star took them to bethelehem	Seguiram uma estrela que os guiou até Belém
And made it heard throughout the land	E contaram a todos através da terra
Born was the leader of man	Nascido era o líder dos homens
All going down to see the Lord Jesus	Todos chegando para ver o Senhor Jesus
All going down to see the Lord jesus	Todos chegando para ver o Senhor Jesus
All going dow	Todos chegando para ver
It all began with the three wise men	Tudo começou com os três Reis Magos
Followed a star took them to bethelehem	Seguiram uma estrela que os guiou até Belém
And made it heard throughout the land	E contaram a todos através da terra
Born was the leader of man	Nascido era o líder dos homens
All going down to see the Lord Jesus	Todos chegando para ver o Senhor Jesus
Killer Queen	Rainha Matadora
She keeps Moët et Chandon	Ela mantém Möet et Chandon
In her pretty cabinet	Na sua linda estante
Let them eat cake, she says	"Deixem-os comer bolo", ela diz
Just like Marie Antoinette	Igual a Maria Antonieta
A built-in remedy	Um remédio embutido
For Khrushchev and Kennedy	Para Khrushchev e Kennedy
At anytime an invitation	E a qualquer hora um convite
You can't decline	Você não pode recusar
Caviar and cigarettes	Caviar e cigarros
Well versed in etiquette	Bem versado na etiqueta
Extraordinarily nice	Extraordinariamente bom
She's a Killer Queen	Ela é uma rainha matadora
Gunpowder, gelatine	Pólvora, gelatina
Dynamite with a laser beam	Dinamite com raio laser
Guaranteed to blow your mind	É garantia de explodir sua mente
Anytime	A qualquer hora
Recommended at the price	Recomendado a qualquer preço
Insatiable an appetite	Um insaciável apetite
Wanna try?	Quer experimentar?
To avoid complications	Para evitar complicações
She never kept the same address	Ela nunca mantinha o mesmo endereço
In conversation	Em conversas
She spoke just like a baroness	Ela falava igual a uma baronesa
Met a man from China	Conheceu um homem na China
Went down to Geisha Minah	Foi para Geisha Minah
Then again incidentally	E de novo incidentalmente
If you're that way inclined	Se você não estiver disposto
Perfume came naturally from Paris	Perfume veio naturalmente de Paris
for cars she couldn't care less	Para carros, ela não poderia se importar menos
Fastidious and precise	Meticulosa e precisa
She's a Killer Queen	Ela é uma rainha matadora
Gunpowder, gelatine	Pólvora, Gelatina
Dynamite with a laser beam	Dinamite com raio laser
Guaranteed to blow your mind	É garantia de explodir sua mente
Anytime	A qualquer hora
Drop of a hat she's as willing as	Imediatamente ela está disposta
Playful as a pussycat	Brincalhona como uma gatinha
Then momentarily out of action	E depois momentaneamente sem ação
Temporarily out of gas	Temporariamente sem gasolina
To absolutely drive you wild, wild	Para te deixar completamente maluco, maluco
She's out to get you	Ela está aí pra te pegar
She's a Killer Queen	Ela é uma rainha matadora
Gunpowder, Gelatine	Gelatina, pólvora
Dynamite with a laser beam	Dinamite com raio laser
Guaranteed to blow your mind	É garantia de explodir sua mente
Anytime	A qualquer hora
Recommended at the price	Recomendado a qualquer preço
Insatiable in appetite	Um insaciável apetite
Keep Passing The Open Windows	Continue Atravessando As Janelas Abertas
This is the only life for me	Essa é a única vida pra mim, sim
Surround myself around my own fantasy	Cercado pela minha própria fantasia
You just gotta be strong and believe in yourself	Você só precisa ser forte e acreditar em si mesmo
Forget all the sadness, 'cause love is all you need	Esqueça toda a tristeza, porque amor é tudo que você precisa
Love is all you need	Amor é tudo que você precisa
Do you know what it's like to be alone in this world	Você sabe o que é estar sozinho nesse mundo
When you're down and out on your luck and you're a failure	Quando você está sem sorte e é um fracassado?
Wake up screaming in the middle of the night	Acorda gritando no meio da noite
You think it's all been a waste of time	Você acha que tudo é uma perda de tempo
It's been a bad year	Está sendo um ano ruim
You start believing everything's gonna be alright	Você começa a acreditar que tudo vai ficar bem
Next minute you're down and you're flat on your back	No minuto seguinte você está deprimido e arrasado
A brand new day is beginning	Um dia novo está começando
Get that sunny feeling and you're on your way.	Fique contente e você estará em seu caminho
Just believe, just keep passing the open windows	Apenas acredite, apenas continue atravessando as janelas abertas
Just believe, just keep passing the open windows	Apenas acredite, apenas continue atravessando as janelas abertas
Do you know how it feels when you don't have a friend	Você sabe como se sente quando você não tem um amigo
Without a job and no money to spend	Sem emprego e sem dinheiro para gastar
You're a stranger	Você é um estranho
All you think about is suicide	Tudo o que você pensa é suicídio
One of these days you're gonna lose the fight	Um dia desses você vai perder a luta
You better keep out of danger, yeah	É melhor se manter longe do perigo, sim
That same old feeling just keeps burning deep inside	Aquela velha sensação continua te queimando por dentro
You keep telling yourself it's gonna be the end	Você continua a falar pra si mesmo que será o fim
Oh, get yourself together	Oh, se recomponha
Things are looking better everyday	As coisas estão melhores a cada dia
Just believe, just keep passing the open windows	Apenas acredite, apenas continue atravessando as janelas abertas
Just believe, just keep passing the open windows	Apenas acredite, apenas continue atravessando as janelas abertas
This is the only life for me	Essa é a única vida para mim
Surround myself around my own fantasy	Cercado pela minha própria fantasia
You just gotta be strong and believe in yourself	Você só precisa ser forte e acreditar em si mesmo
Forget all the sadness cause love is all you need	Esqueça toda a tristeza porque amor é tudo o que você precisa
You just gotta be strong and believe in yourself	Você só precisa ser forte e acreditar em si mesmo
Forget all the sadness cause love is all you need	Esqueça toda a tristeza porque amor é tudo o que você precisa
Las Palabras De Amor	As Palavras De Amor
Don't touch me now	Não me toque agora
Don't hold me now	Não me abrace agora
Don't break the spell, darling	Não quebre o encanto, querida
Now you are near	Agora você está perto
Look in my eyes and speak to me	Olhe nos meus olhos e fale para mim
The special promises I long to hear	Aquelas promessas especiais que eu quero ouvir
Las palabras de amor	As palavras de amor
Let me hear the words of love	Deixe-me ouvir as palavras de amor
Despacito mi amor	Lentamente meu amor
Love me slow and gently	Me ame devagar e gentilmente
One foolish world, so many souls	Um mundo tolo, tantas almas
Senselessly hurled through	Arremessadas sem sentido
The never ending cold	No frio interminável
And all for fear and all for greed	E tudo por medo, e tudo por ambição.
Speak any tongue	Fale qualquer língua
But for God's sake we need	Mas pelo amor de Deus nós precisamos
Las palabras de amor	As palavras de amor
Let me hear the words of love	Deixe-me ouvir as palavras de amor.
Despacito mi amor	Lentamente meu amor
Let me know this night and evermore	Deixe-me saber, esta noite e sempre
This room is bare	Este quarto está vazio
This night is cold	Esta noite está fria
We're far apart and I'm growing old	Nós estamos muito distantes e estou envelhecendo
But while we live	Mas enquanto vivermos
We'll meet again	Nós nos encontraremos novamente
So then my love	Assim então, meu amor
We may whisper once more	Poderemos sussurrar uma vez mais
"It's you I adore"	"É você que eu adoro"
Las palabras de amor	As palavras de amor
Let me hear the words of love	Deixe-me ouvir as palavras de amor
Despacito mi amor	Lentamente meu amor
Touch me now	Toque-me agora
Las palabras de amor	As palavras de amor
Let us share the words of love	Vamos compartilhar as palavras de amor
Keep Yourself Alive	Mantenha-se Vivo
I was told a million times	Me disseram um milhão de vezes
Of all the troubles in my way	De todos os problemas no meu caminho
How I had to grow a little wiser	Como eu tenho que ficar mais sábio
Little better ev'ry day	Um pouco melhor a cada dia
But if I crossed a million rivers	Mas se eu cruzasse um milhão de rios
And I rode a million miles	E andasse um milhão de milhas
Then I'd still be where I started	Então, eu ainda continuaria onde comecei
Bread and butter for a smile	Pão e manteiga por um sorriso
Well I sold a million mirrors	Bem, eu vendi um milhão de espelhos
In a shop in alleyway	Numa feira em uma alameda
But I never saw my face	Mas eu nunca vi a minha cara
In any window any day	Em qualquer janela, qualquer dia
Well they say your folks are telling you	Bem, eles dizem que seus pais estão te dizendo
To be a super star	Para seres um super star
But I tell you just be satisfied	Mas eu te digo apenas fique satisfeito
To stay right where you are	Para ficar aonde você está
Keep yourself alive, yeah	Mantenha-se vivo, yeah
Keep yourself alive	Mantenha-se vivo
It'll take you all your time and money, honey	Eu tomarei todo o seu tempo e dinheiro, querida
You'll survive	Você vai sobreviver
Well I've loved a million women	Bem, eu amei um milhão de mulheres
In a Belladonic haze	Numa névoa causada pela belladonna
And I ate a million dinners	E eu comi um milhão de jantares
Brought to me on silver trays	Trazidos para mim em bandejas de pratas
Give me ev'rything I need	Dê-me tudo o que eu preciso
To feed my body and my soul	Para alimentar meu corpo e minha alma
And I'll grow a little bigger	E eu crescerei um pouco mais
Maybe that can be my goal	Talvez esse seja minha meta
I was told a million times	Me disseram um milhão de vezes
Of all the people in my way	De todas as pessoas no meu caminho
How I had to keep on trying	Como eu tinha que continuar tentando
And get better ev'ry day	E melhorar a cada dia
But if I crossed a million rivers	Mas se eu cruzasse milhares de rios
And I rode a million miles	E andasse milhares de milhas
Then I'd still be where I started	Então, ainda continuaria onde comecei
Same as where I started	Igual a como eu comecei
Keep yourself alive, c'mon	Mantenha-se vivo, vamos lá!
Keep yourself alive	Mantenha-se vivo
It'll take you all your time and money, honey	Eu tomarei todo seu tempo e dinheiro, querida
You'll survive	Você vai sobreviver
Shake it	Mexa
Keep yourself alive, Whoa	Mantenha-se vivo, whoa!
Keep yourself alive	Mantenha-se vivo
It'll take you all your time and money	Eu tomarei todo seu tempo e dinheiro
To keep me satisfied	Para me manter satisfeito
Do you think you're better ev'ry day?	(Você acha que está melhor a cada dia?)
No I just think I'm two steps nearer to my grave	Não, eu acho é que estou a dois passos mais perto da minha sepultura
Keep yourself alive, c'mon	Mantenha-se vivo, vamos lá!
Keep yourself alive	Mantenha-se vivo
You take your time and take your money	Você toma seu tempo e seu dinheiro
To keep me satisfied	Para me manter satisfeito
Keep yourself alive, c'mon	Mantenha-se vivo, vamos lá!
Keep yourself alive	Mantenha-se vivo
All you people keep yourself alive	Todos vocês gente, mantenham-se vivos!
Keep yourself alive, c'mon, c'mon	Mantenha-se vivo, vamos lá!
Keep yourself alive	Mantenha-se vivo
It'll take you all your time and money	Isso vai tomar todo o seu tempo e dinheiro
To keep me satisfied	Para me manter satisfeito
Keep yourself alive	Mantenha-se vivo
All you people keep yourself alive	Todos vocês meu pessoal, mantenham-se vivos
Take you all your time and money, honey	Leve todo seu tempo e dinheiro, querida
Khashoggi's Ship	Navio de Khashoggi
Who said that my party was all over, huh, huh	Quem disse que minha festa tinha acabado?
I'm in pretty good shape	Eu estou em boa forma!
The best years of my life are like a super nova	Os melhores anos da minha vida são como uma supernova
Huh, huh, perpetual craze, I said that	Huh, huh, loucura eterna, é o que eu disse
Everybody drank my wine, you get my drift	Todo mundo bebeu meu vinho, se é que você me entende
And then we took a holiday on Khashoggi's ship, well	E então tiramos férias no navio de Khashoggi, bem
We really had a good good time they was all so sexy	Realmente nos divertimos bastante, foi tudo tão sexy
We was bad, we was blitzed	Estávamos mal, fomos bombardeados
All in all it was a pretty good trip	Mas, no fim das contas, foi uma boa viagem
This big bad sucker with a fist as big as your head	Este grande otário com o punho tão grande quanto sua cabeça
Wanted to get me, I said, "Go away"	Queria me pegar, eu disse, "Vá embora"
I said, "Kiss my ass, honey"	Eu disse, "Beije minha bunda, doçura"
He pulled out a gun, wanted to arrest me	Ele sacou uma arma e queria me prender
I said, "Uh, uh, babe"	Eu disse, "Huh, huh, querido"
Now listen no-one stops my party	Agora ouça, ninguém para minha festa
No-one stops my party	Ninguém para minha festa
No-one, no-one, no-one stops my party	Ninguém, ninguém, ninguém para minha festa
Just like I said	É como eu disse
We were phased, we was pissed	Fomos postos em fila, mijaram na gente
Just having a total eclipse	Apenas tendo um eclipse total
This one's on me so let us do it just right	Esta é por minha conta, então vamos fazê-la direitinho
This here one party don't get started 'till midnight	Esta nossa única festa não vai começar até a meia noite
Party to the left	Festa para a esquerda
Party to the right	Festa pra a direita
Lazing On a Sunday Afternoon	Descansando Em Uma Tarde de Domingo
I go out to work on monday morning	Eu saio para trabalhar na segunda de manhã
Tuesday I go off to honeymoon	Terça eu parto em lua de mel
I'll be back again before it's time for sunnydown	Eu estarei de volta antes do escurecer
I'll be lazing on a sunday afternoon	Eu estarei descansando em uma tarde de domingo
Bicycling on every wednesday evening	Pedalando toda quarta à noite
Thursday I go waltzing to the zoo	Quinta eu irei bailando para o zoológico
I come from London town	Eu venho de Londres
I'm just an ordinary guy	Eu sou apenas um cara comum
Fridays I go painting in the Louvre	Sexta eu vou pintar no Louvre
I'm bound to be proposing on a saturday night	É provável que eu proponha casamento num sábado à noite
There he goes again	(Lá vai ele de novo!)
Leaving Home Ain't Easy	Sair de Casa Não É Fácil
I take a step outside	Eu dou um passo para fora
And I breathe the air	E eu respiro o ar
And I slam the door	Bato a porta
And I'm on my way	E estou a caminho
I won't lay no blame	Eu não carregarei culpa
I won't call you names	Eu não te xingarei
'Cause I've made my break	Por que dei um tempo
And I won't look back	E não olharei para trás
I've turned my back	Eu virei minhas costas
On those endless games	para aqueles jogos intermináveis
I'm all through with ties	Estou todo amarrado
I'm all tired of tears	Estou cansado de lágrimas
I'm a happy man	Eu sou um homem feliz
Don't it look that way?	Você não vê dessa maneira?
Shaking dust from my shoes	Sacudindo a poeira dos meus sapatos
There's a road ahead	Há um caminho à frente
And there's no way back home	E não há caminho de volta para casa
Ohh but I have to say	Mas eu tenho que dizer:
Leaving home ain't easy	Sair de casa não é fácil
Oh I never thought it would be easy	Oh, eu nunca  pensei que seria fácil
Leaving on your own	Partindo por conta própria
Oh is the main thing calling me back?	Oh, é a principal coisa que está me chamando de volta?
Leaving home ain't easy	Sair de casa não é fácil
On the one your leaving home	Sobre a tua saída de casa
Stay my love my love please stay	Fique, meu amor, por favor, fique
Stray my love what's wrong my love?	Desvie, meu amor, o que há de errado meu amor?
What's right my love?	O que é certo meu amor?
Ohh leaving home ain't easy	Sair de casa não é fácil
I thought how could I think of leaving	Eu pensei ?como eu pude pensar em partir!??
Leaving on your own	Partindo por conta própria
Still trying to persuade me that	Ainda tentando me convencer disso
Leaving home ain't necessary	Sair de casa não é necessariamente
Leave the only way	o único caminho
Let Me Live	Me deixe Viver
Three, four	Três, quatro
(Ooh ooh ooh...)	(Ooh ooh ooh...)
(Take a peace of my heart)	(Pegue um pedaço do meu coração)
(Ooh ooh ooh...)	(Ooh ooh ooh...)
(Take a peace of my soul)	(Pegue um pedaço da minha alma)
(Ooh ooh ooh...)	(Ooh ooh ooh...)
(Let me live)	(Me deixe viver)
Oh, yeah (ooh ooh ooh...)	Oh, yeah (Ooh ooh ooh...)
Why don't you take another little piece of my heart?	Por que você não tira outro pequeno pedaço do meu coração?
Why don't you take it and break it	Por que você não o tira, e o quebra
And tear it all apart?	E joga tudo fora?
All I do is give	Tudo que eu faço é dar
All you do is take	E tudo você faz é pegar
Baby, why don't you give me	Querida, por que você não me dá
A brand new start	Um novo começo?
So let me live (so let me live)	Então me deixe viver (então me deixe viver)
Let me live (leave me alone)	Deixe-me viver (me deixe em paz)
Let me live, oh, baby	Deixe-me viver, oh, querido
And make a brand new start	E faça um novo começo
Why don't you take another little piece of my soul?	Por que você não tira outro pequeno pedaço da minha alma?
Why don't you shape it and shake it	Por que você não o molda e o agita
'Till you're really in control?	Até você estar realmente no controle?
All you do is take	Tudo que você faz é pegar
And all I do is give	E tudo que eu faço é dar
All that I'm askin'	Tudo que eu peço
Is a chance to live	É uma chance de viver
(So let me live) - so let me live	(Então me deixe viver) - então me deixe viver
(Leave me alone) - let me live, let me live	(Me deixe em paz) - me deixe viver, me deixe viver
Why don't you let me make a brand new start?	Por que você não me deixar fazer um novo começo?
Yeah, and it's a (long hard struggle), yeah yeah	Yeah, e isso é um (luta longa e dura), yeah yeah
But you can always depend on me	Mas você sempre pode contar comigo
And if you're (ever in trouble) - hey	E sempre que você (estiver com problemas) - hey
You know where I will be	Você sabe onde eu estarei
Why don't you take another little piece of my life	Por que você não tira outro pequeno pedaço da minha vida?
Why don't you twist it, and turn it	Por que você não a torce, e a transforma
And cut it like a knife?	E a corta como um faca?
All you do is live	Tudo que você faz é viver
All I do is die	Tudo que eu faço é morrer
Why can't we just be friends	Por que não podemos ser apenas amigos
Stop livin' a lie?	E paramos de viver uma mentira?
So let me live (so let me live)	Então me deixe viver (então me deixe viver)
Let me live (leave me alone)	Me deixe viver (me deixa em paz)
Please let me live	Por favor me deixe viver
(Why don't you live a little)	(Por que você não vive um pouco...)
Oh, yeah, baby	Oh, yeah, querida
(Why don't you give a little love...?)	(Por que você não dá um pouco de amor..?)
Let me live	Me deixe viver
Please, let me live	Por favor, me deixe viver
Oh, yeah, baby, let me live	Oh, yeah, querida, me deixe viver
And make a brand new start	E faça um novo começo
(Ooh ooh ooh...)	(Ooh ooh ooh...)
Let me live (let me live)	Me deixe viver (me deixe viver)
(Ooh ooh ooh...)	(Ooh ooh ooh...)
Ooh, yeah	Ooh, yeah
(Let me live)	(Deixe-me viver)
(Ooh ooh ooh...)	(Ooh ooh ooh...)
Come on (let me live)	Vamos (me deixe viver)
(Ooh ooh ooh...)	(Ooh ooh ooh...)
In your heart, oh, baby	No seu coração, oh, querida
(Take another piece, take another piece)	(Pegue outro pedaço, pegue outro pedaço)
(Take another piece, take another piece)	(Pegue outro pedaço, pegue outro pedaço)
Oh, please, let me live	Oh, por favor, me deixe viver
(Take another piece, take another piece)	(Pegue outro pedaço, pegue outro pedaço)
(Take another piece, take another piece)	(Pegue outro pedaço, pegue outro pedaço)
Why don't you	Por que você não
(Take another, take another, take another piece of my piece of my heart)	(Pegue outro, pegue outro, pegue outro pedaço do, pedaço do meu coração)
Oh, yeah, baby	Oh, yeah, querida
Make a brand new start	Faça um novo começo
Baby, baby	Querida, querida
Baby, baby	Querida, querida
Baby, baby	Querida, querida
Baby, baby	Querida, querida
All you do is take, take	Tudo que você faz é pegar, pegar
Let me live	Me deixe viver
(Let me live)	(Me deixe viver)
Let Me Entertain You	Me Deixe Entreter Você
Let me welcome you ladies and gentlemen	Deixe-me dar as boas-vindas senhoras e senhores
I would like to say hello	Eu gostaria de dizer olá
Are you ready for some entertainment?	Vocês estão prontos para algum entretenimento?
Are you ready for a show?	Vocês estão prontos para um show?
Gonna rock gonna roll you	Vamos balançar vamos rolar você
Get you dancing in the aisles	Ter você dançando nos corredores
Jazz and a Razzmatazz you	Jazz e Razzmatazz você
With a little bit of style	Com um pouco de estilo
C'mon let me entertain you	C'mon Me deixe entreter você
Let me entertain you let me entertain you	Me deixe entreter você, me deixe entreter você
I've come here to sell you my body	Eu vim aqui para lhe vender o meu corpo
I can show you some good merchandise	Eu posso mostrar-lhe uma boa mercadoria
I'll pull you and pull you	Eu vou puxá-lo e puxá-lo
I'll crueladeville you	Vou ser cruel com você
And to thrill you I'll use any device	E para excitar você eu vou usar qualquer dispositivo
We'll give you crazy performance	Nós vamos dar-lhe um desempenho louco
We'll give you grounds for divorce	Nós vamos dar-lhe motivos para o divórcio
We'll give you piece de resistance	Nós vamos dar-lhe um pouco de resistência
And a tour de force of course	E um demonstração de força, é claro
We found the right location	Nós encontramos o local certo
Got a lot of pretty lights	Tem um monte luzes bonitas
The sound and amplification listen	O som e a amplificação, ouça
Hey if you need a fix if you want a high	Hey, se você precisa de uma solução se você quiser um alto
Stickells see to that	Stickells veja isso
With Elektra and EMI	Com Elektra e EMI
We'll show you where it's at	Vamos mostrar-lhe onde está
So c'mon	Então, vamos lá
Let me entertain you let me entertain you	Me deixe entreter você, me deixe entreter você
Let me entertain you	Me deixe entreter você
Just take a look at the menu	Apenas dê uma olhada no menu
We give you rock a la carte	Nós vamos damos te dar rock a la carte
We'll breakfast at Tiffany's	Nós vamos almoçamos no Tiffany's
We'll sing to you in japanese	Nós vamos cantar para você em japonês
We're only here to entertain you	Estamos aqui apenas para entreter você
If you wanna see some action	Se você quer ver alguma ação
You get nothing but the best	Você não vai receber nada, além do melhor
The S and M attraction	A atração S e M
We've got the pleasure chest	Nós temos o prazer no coração
Chicago and New Orleans	Chicago e New Orleans
We get you on the line	Nós te deixaremos na linha
If you dig the New York scene	Se você desenterrar a cena de de Nova York
We'll have a son of a bitch of a time	Nós vamos ter um filho da puta de um tempo
C'mon	Vamos lá
Let Me In Your Heart Again	Deixe-me Entrear Em Seu Coração Novamente
When people talk of love I'll leave the conversation	Quando as pessoas falam de amor, eu deixo a conversa
I'll say I feel just fine, happy with my situation,	Eu digo que me sinto muito bem, feliz com a minha situação
But when I look away people know my mind is straying	Mas quando eu olho ao longe, as pessoas sabem que minha mente está longe
To where I once belonged, dreaming about your heart again	Para onde eu pertencia,sonhando com seu coração novamente
Your heart again, your heart again	Seu coração novamente, seu coração novamente
Let me in your heart again	Deixe-me entrar em seu coração novamente
Listen to me, honey	Me escute, querida
We like to face the blues, I give you satisfaction	Nós gostamos de enfrentar a tristeza, eu lhe dou satisfação
Despair was on your mind I give you the right direction	O desespero estava em sua mente,e eu lhe dou a direção certa
So don't you walk away remember is my heart you're breaking	Então não vá embora, lembre é meu coração que está partindo
You forget we were a love, now my heart is only filled with the pain	Você esqueceu que éramos um amor, agora o meu coração está só preenchido com a dor
Your heart again, your heart again	Seu coração novamente, seu coração novamente
Let me in your heart again	Deixe-me entrar em seu coração novamente
Oh, my love, I want you to stay	Oh, meu amor, eu quero que você fique
Don't leave me now or I'll just fade away	Não me deixe agora ou eu vou desvanecer
Oh, my love, don't hurt me this way	Oh, meu amor, não me machuque desta maneira
Oh, looking, baby	Oh, procurando, querida
Don't make me wait too long or I'll lose my mind	Não me faça esperar muito tempo ou eu vou perder a cabeça
When people talk of love I have no hesitation	Quando as pessoas falam de amor eu não tenho hesitação
Tell me what you dream at all I'll hold thah conversation for you, baby	Diga-me o que você sonha afinal, eu vou manter essa conversa por você, querida
But when I look away people know my mind is straying, babe	Mas quando eu olho ao longe, as pessoas sabem que minha mente está longe, querida
To where I once belonged	Para onde eu pertencia
Just let me in your heart again, your heart again	Apenas deixe-me entrar em seu coração novamente, seu coração novamente
Let me in your heart again	Deixe-me entrar em seu coração novamente
Open the doors for me, babe	Abra as portas para mim, querida
It's your heart again	É o seu coração novamente
Liar	Mentiroso
I have sinned dear father, father, I have sinned	Eu pequei, querido pai, pai, eu pequei
Try and help me father	Tente ajudar-me, pai
Won't you let me in?	Por que você não me deixa entrar?
Liar	Mentiroso
Nobody believes me	Ninguém acredita em mim
Liar	Mentiroso
Why don't they leave me alone?	Por que eles não me deixam em paz?
Sire I have stolen, stolen many times	Majestade eu roubei, roubei muitas vezes
Raised my voice in anger	Ergui minha voz em raiva
When I know I never should	Quando eu soube, eu nunca deveria
Liar, oh, ev'rybody deceives me	Mentiroso, oh, todo mundo me engana
Liar, why don't you leave me alone	Mentiroso, por que você não me deixa em paz?
Liar, I have sailed the seas	Mentiroso, eu naveguei os mares
Liar, from Mars to Mercury	Mentiroso, de Marte a Mercúrio
Liar, I have drunk the wine	Mentiroso, eu bebi o vinho
Liar, time after time	Mentiroso, repetidas vezes
Liar, you're lying to me	Mentiroso, você está me mentindo
Liar, you're lying to me	Mentiroso, você está me mentindo
Father, please, forgive me	Pai, por favor, perdoe-me
You know you'll never leave me	Tu sabes que nunca me abandonarás
Please will you direct me in the right way	Por favor, você vai me guiar no caminho certo
Liar, liar, liar, liar	Mentiroso, mentiroso, mentiroso, mentiroso
Liar, that's what they keep calling me	Mentiroso, é como continuam me chamando
Liar, liar, liar	Mentiroso, mentiroso, mentiroso
Listen are you gonna listen	Ouçam, vocês vão ouvir
Mama I'm gonna be your slave	Mamãe, eu serei seu escravo
All day long	O dia inteiro
Mama I'm gonna try behave	Mamãe, eu vou tentar comportar-me
All day long	O dia inteiro
Mama I'm gonna be your slave	Mamãe, eu serei seu escravo
All day long	O dia inteiro
I'm gonna serve you till your dying day	Vou servi-la até o dia em que você partir
All day long	O dia inteiro
I'm gonna keep you till your dying day	Vou mantê-la até o dia em que você partir
All day long	O dia inteiro
I'm gonna kneel down by your side and pray	Vou me ajoelhar ao seu lado e rezar
All day long and pray	O dia inteiro e rezar
All day long and pray	O dia inteiro e rezar
All day long and pray	O dia inteiro e rezar
All day long all day long all day long	O dia inteiro, o dia inteiro, o dia inteiro
All day long all day long all day long	O dia inteiro, o dia inteiro, o dia inteiro
All day long all day long all day long	O dia inteiro, o dia inteiro, o dia inteiro
Liar, liar, they never ever let you win	Mentiroso, mentiroso, eles nunca te deixarão vencer
Liar, liar, everything you do is sin	Mentiroso, mentiroso, tudo o que você faz é pecar
Liar, nobody believes you	Mentiroso, ninguém acredita em ti
Liar, they bring you down before you begin	Mentiroso, eles te jogarão para baixo antes que você comece
Lily Of The Valley	Lírio do Vale
I am forever searching high and low	Estou sempre procurando para cima e para baixo
But why does everybody tell me no	Mas por que todo mundo me diz não
Neptune of the seas	Netuno dos mares
Have you an answer for me, please	Tem uma resposta para mim, por favor
And the lily of the valley doesn't know	E o lírio do vale não sabe
I lie in wait with open eyes	Eu deito à espera com os olhos abertos
I carry on through stormy skies	Eu continuo através do céu tempestuoso
I follow every course	Eu sigo cada curso
My kingdom for a horse	Meu reino por um cavalo
But each time I grow old	Mas cada vez que eu envelheço
Serpent of the Nile	Serpente do Nilo
Relieve me for a while	Liberte-me por um tempo
And cast me from your spell and let me go	E livre-me do seu feitiço e me deixe ir
Messenger from seven seas has flown	Mensageiro dos sete mares voou
To tell the king of Rhye he's lost his throne	Para dizer ao rei de Rhye ele perdeu seu trono
Wars will never cease	Guerras nunca cessarão
Life Is Real	A Vida É Real
Guilt stains on my pillow	Manchas de culpa no meu travesseiro
Blood on my terraces	Sangue em meus terraços
Torsos in my closet	Torsos no meu armário
Shadows from my past	Sombras do meu passado
Life is real, life is real	A vida é real, a vida é real
Life is real, so real	A vida é real, tão real
Sleeping is my leisure	Dormir é o meu lazer
Waking up in a minefield	Acordando em um campo minado
Dream in just a pleasure dome	O sonho é apenas uma cúpula de prazer
Love is a roulette wheel	O amor é uma roleta
Life is real, life is real	A vida é real, a vida é real
Life is real oh, yeah	A vida é real, oh, sim
Success is my breathing space	O sucesso é meu espaço para respirar
I brought it on myself	Eu o trouxe para mim mesmo
I will price it I will cash it	Vou colocar o preço, vou vendê-lo
I can take it or leave it	Eu posso levá-lo ou deixá-lo
Loneliness is my hiding place	A solidão é meu esconderijo
Breast feeding myself	Amamentando a mim mesmo
What more can I say?	O que mais posso dizer?
I have swallowed the bitter pill	Eu engoli a pílula amarga
I can taste it I can taste it	Posso prová-la, eu posso prová-la
Life is real, life is real	A vida é real, a vida é real
Life is real	A vida é real
Music will be my mistress	Música vai ser minha amante
Loving like a whore	Amorosa como uma prostituta
