Agitated	Agitado
When fools can be kings	Quando tolos podem ser reis
Don't waste your time	Não desperdice o teu tempo
Or time will waste you	Ou o tempo desperdiçará você
No one's gonna take me alive	Ninguém vai me pegar vivo
The time has come to make things right	Chegou a hora de fazer as coisas certas
You and I must fight for our rights	Você e eu temos que lutar pelos nossos direitos
You and I must fight to survive	Você e eu temos que lutar para sobreviver
No one's gonna take me alive	Ninguém vai me pegar vivo
The time has come to make things right	Chegou o tempo de fazer as coisas certas
You and I must fight for our rights	Você e eu temos que lutar pelos nossos direitos
You and I must fight to survive	Você e eu temos que lutar para sobreviver
No one's gonna take me alive	Ninguém vai me pegar vivo
The time has come to make things right	Chegou o tempo de fazer as coisas certas
Liquid State	Estado Líquido
Take me for a ride.	Leve-me para um passeio
Break me up and steal what’s left inside.	Quebre-me e roube o que resta dentro
And hope and pray iniquity has died inside and left a scar.	Espere e reze para que a inquietitude tenha morrido e deixado uma cicatriz
I’m on red alert.	Eu já estou ferido
Bring me peace and wash away my dirt.	Traga-me paz e lave minha sujeira
Spin me round and help me to divert and walk into the light.	Me mude de caminho e me ajude a divergir e andar para a luz
Warm my heart tonight.	Aqueça meu coração esta noite
Hold my head up high.	Mantenha minha cabeça erguida
Help me to survive.	Me ajude a sobreviver
Kick me when I’m down.	Chute-me quando eu estiver pra baixo
Feed me poison, fill me till I drown.	Alimente-me com veneno, enche-me até eu afogar
Wake me up before I get pushed out and fall into the night.	Acorde-me antes que eu seja empurrado para fora e caia na noite
Warm my heart tonight (force me to lose control).	Aqueça meu coração esta noite (Me obrigue a perder o controle)
Mercy	Misericórdia
Help me, I've fallen on the inside	Me ajude, eu me perdi
I tried to change the game	Tentei reverter o jogo
I try to infiltrate, but now I'm losing	Tentei me infiltrar, mas agora estou perdendo
Men in cloaks always seem to run the show	Homens de capas sempre parecem mandar no show
Save me from the	Me salve dos
Ghosts and shadows before they eat my soul	Fantasmas e das sombras antes que eles comam minha alma
Mercy	Misericórdia
Mercy	Misericórdia
Show me mercy, from the powers that be	Me mostre misericórdia, desses poderes que existem
Show me mercy, can someone rescue me?	Me mostre misericórdia, alguém pode me resgatar?
Absent gods and silent tyranny	Deuses ausentes e tirania silenciosa
We're going under, hypnotized by another puppeteer	Estamos caindo, hipnotizados por outro manipulador
And tell me why the men in cloaks always have to bring me down	E me diga porque os homens de capas sempre me colocam pra baixo
Running from the ghosts and shadows, the world disavows	Correndo dos fantasmas e das sombras, que o mundo rejeita
Mercy	Misericórdia
Mercy	Misericórdia
Show me mercy, from the powers that be	Me mostre misericórdia, desses poderes que existem
Show me mercy, can someone rescue me?	Me mostre misericórdia, alguém pode me resgatar?
Show me mercy	Me mostre misericórdia
Show me mercy, please	Me mostre misericórdia, por favor
Help me, I've fallen on the inside	Me ajude, eu me perdi
And all the men in cloaks trying to devour my soul	E todos os homens de capas tentam devorar minha alma
Show me mercy from the powers that be	Me mostre misericórdia, desses poderes que existem
Show me mercy from the gutless and mean	Me mostre misericórdia pelos covardes e maldosos
Lithium	Lítio
I'm so happy 'cause today	Estou causa tão feliz 'hoje
I've found my friends...	Eu encontrei meus amigos ...
They're in my head	Eles estão em minha cabeça
I'm so ugly, but that's okay, 'cause so are you...	Eu sou tão feio, mas tudo bem, porque assim é você ...
We broke our mirrors	Nós quebramos nossos espelhos
Sunday morning is everyday for all I care...	Domingo de manhã é todo dia que me importo ...
And I'm not scared	E eu não estou com medo
Light my candles, in a daze	Acenda minhas velas, em transe
'Cause I've found god	Porque eu encontrei Deus
Yeah yeah yeah	Yeah yeah yeah
I'm so lonely, but that's okay, I shaved my head...	Eu estou tão só, mas tudo bem, eu raspei minha cabeça ...
And I'm not sad	E eu não estou triste
And just maybe I'm to blame for all I've heard...	E, assim, talvez eu sou o culpado por tudo que eu já ouvi ...
But I'm not sure	Mas eu não tenho certeza
I'm so excited, I can't wait to meet you there...	Estou tão animado, eu não posso esperar para te encontrar lá ...
But I don't care	Mas eu não me importo
I'm so horny, but that's okay...	Estou tão excitada, mas tudo bem ...
My will is good	Minha vontade é boa
Yeah yeah yeah	Yeah yeah yeah
I like it - I'm not gonna crack	Eu gosto - Eu não vou de crack
I miss you - I'm not gonna crack	Eu sinto sua falta - eu não vou de crack
I love you - I'm not gonna crack	Eu te amo - eu não vou de crack
I killed you - I'm not gonna crack	Eu matei você - eu não vou de crack
I like it - I'm not gonna crack	Eu gosto - Eu não vou de crack
I miss you - I'm not gonna crack	Eu sinto sua falta - eu não vou de crack
I love you - I'm not gonna crack	Eu te amo - eu não vou de crack
I killed you - I'm not gonna crack I'm so happy 'cause today	Eu matei você - eu não vou rachadura Estou causa tão feliz 'hoje
I've found my friends...	Eu encontrei meus amigos ...
They're in my head	Eles estão em minha cabeça
I'm so ugly, but that's okay, 'cause so are you...	Eu sou tão feio, mas tudo bem, porque assim é você ...
We broke our mirrors	Nós quebramos nossos espelhos
Sunday morning is everyday for all I care...	Domingo de manhã é todo dia que me importo ...
And I'm not scared	E eu não estou com medo
Light my candles in a daze...	Acenda minhas velas em transe ...
'Cause I've found god	Porque eu encontrei Deus
I like it - I'm not gonna crack	Eu gosto - Eu não vou de crack
I miss you - I'm not gonna crack	Eu sinto sua falta - eu não vou de crack
I love you - I'm not gonna crack	Eu te amo - eu não vou de crack
I killed you - I'm not gonna crack	Eu matei você - eu não vou de crack
I like it - I'm not gonna crack	Eu gosto - Eu não vou de crack
I miss you - I'm not gonna crack	Eu sinto sua falta - eu não vou de crack
I love you - I'm not gonna crack	Eu te amo - eu não vou de crack
I killed you - I'm not gonna cracki'm so happy 'cause today	Eu matei você - eu não vou cracki'm causa tão feliz 'hoje
I've found my friends...	Eu encontrei meus amigos ...
They're in my head	Eles estão em minha cabeça
I'm so ugly, but that's okay, 'cause so are you...	Eu sou tão feio, mas tudo bem, porque assim é você ...
We broke our mirrors	Nós quebramos nossos espelhos
Sunday morning is everyday for all I care...	Domingo de manhã é todo dia que me importo ...
And I'm not scared	E eu não estou com medo
Light my candles in a daze...	Acenda minhas velas em transe ...
'Cause I've found god	Porque eu encontrei Deus
I like it - I'm not gonna crack	Eu gosto - Eu não vou de crack
I miss you - I'm not gonna crack	Eu sinto sua falta - eu não vou de crack
I love you - I'm not gonna crack	Eu te amo - eu não vou de crack
I killed you - I'm not gonna crack	Eu matei você - eu não vou de crack
I like it - I'm not gonna crack	Eu gosto - Eu não vou de crack
I miss you - I'm not gonna crack	Eu sinto sua falta - eu não vou de crack
Map Of The Problematique	O Mapa do Incerto
Fear and panic in the air	Medo e pânico no ar
I want to be free	Quero me libertar
From desolation and despair	Do estrago e do desespero
And I feel like everything I saw	E eu sinto como se tudo que eu vi
Is being swept away	Estivesse começando a se devastar
While I refuse to let you go	Enquanto me recuso a te deixar partir
I can't get it right	Não consigo entender direito
Get it right	Entender direito
Since I met you	Desde que te conheci
Loneliness be over	A solidão vai acabar
When will this loneliness be over?	Quando essa solidão vai acabar?
Life will flash before my eyes	A vida vai brilhar diante de meus olhos
So scattered and lost	Tão dispersos e perdidos
I want to touch the other side	Quero tocar o outro lado
And no one thinks they are to blame	E ninguém acha que eles são culpados
Why can't we see	Por que não conseguimos ver
That when we bleed we bleed the same	Que quando nós sangramos, nós sangramos o mesmo
I can't get it right	Eu não consigo fazer isto certo
Get it right	Fazer isto certo
Since I met you	Desde que te conheci
Loneliness be over	A solidão vai acabar
When will this loneliness be over?	Quando a solidão vai acabar?
Map Of Your Head	Mapa da Sua Cabeça
I'm sick of feeling my soul	Estou cansado de sentir minha alma
To people who'll never know	Para as pessoas que nunca saberão
Just how purposeless and empty they've grown	Quão sem propósito e vazias elas se tornaram
Because the language confuses is like computers refuse to understand how I'm feeling today	Porque a linguagem confunde como os computadores recusam a entender como estou me sentindo hoje
I'm freezing and losing my way	Estou congelando e perdendo meus movimentos
I don't need another map of your head	Não preciso de outro mapa da sua cabeça
I am freezing and losing my way	Estou congelando e perdendo meus movimentos
I don't need another map of your head	Não preciso de outro mapa da sua cabeça
I saw a liquid control	Eu vi um controle liquido
That gives life to a soul	Que dá vida á uma alma
I hit my head on it and woke up to know	Eu bati minha cabeça nisso e acordei para saber
That I was all alone	Que estava sozinho
Wearing just socks and a phone	Usando só meias e um telefone
Someone screaming like their world might explode	Alguém gritando como se o mundo deles fosse explodir
Yeah I'm freezing and losing my way	Sim, estou congelando e perdendo meus movimentos
I don't need another map of your head	Não preciso de outro mapa da sua cabeça
I'm freezing and losing my way	Estou congelando e perdendo meus movimentos
I don't want another map of your head	Não preciso de outro mapa da sua cabeça
Freezing and losing my way	Estou congelando e perdendo meus movimentos
I don't want another map of your head	Não preciso de outro mapa da sua cabeça
Megalomania	Megalomania
Paradise comes at a price	O paraíso vem com um preço
That I am not prepared to pay	Que não estou disposto a pagar
What were we built for?	O que construímos?
Could someone tell me please	Alguém pode me dizer, por favor?
The good news is she can't have babies	A boa notícia é que ela não pode ter filhos
And won't accept gifts from me	E não vou aceitar presentes
What are they for?	O que eles são?
They'll just grow up and break the laws you've loved	Eles vão só crescer e desobedecer as regras que você tanto ama
Take off your disguise	Tire sua máscara
I know that underneath it's me	Sei que por debaixo sou eu
Who are you oooh	Quem é você?
Useless device, it won't suffice	Plano inútil, não vai ser o bastante
I want a new game to play	Quero um novo jogo para jogar
When I am gone - it won't be long	Quando eu for embora - não vai demorar
Before I disturb you in the dark	Antes que eu lhe pertube na escuridão
And paradise comes at a price	E o paraíso tem um preço
That I am not prepared to pay	Que não estou disposto a pagar
What were we built for?	O que contruímos?
Will someone tell me please	Alguém poderá me dizer?
Muscle Museum	Museu, Músculo
She had something to confess to	Ela tinha algo para confessar
But you don't have the time so look the other way	Mas você não tem tempo então olhe para o outro lado
You will wait until it's over	Você esperará até que acabe
To reveal what you'd never shown her too little much too late	Para revelar o que nunca deveria ter mostrado, um pouco demais, tarde demais
Too long trying to resist it, you've just gone and missed it	Tanto tempo tentando resistir, você se foi só por um momento e perdeu
It's escaped your world	Aquilo fugiu do seu mundo
Can you see that I am needing	Você consegue ver que estou precisando?
Begging for so much more than you could ever give	Implorando por muito mais do que você poderia ter dado
And I don't want you to adore me	E eu não quero que você me adore
Don't want you to ignore me	Não quero que você me ignore
When it pleases you yeah	Se isso te agrada, yeah
And I'll do it on my own	E eu vou me virar sozinho
I have played in every toilet but	Eu toquei em todo o circuito de bares
You still want to spoil it to prove I've made a big mistake	Mas você ainda quer desmerecer, provar que cometi um grande engano
Too long tryin' to resist it you've just gone and missed it	Tanto tempo tentando resistir, você se foi só por um momento e perdeu
It's escaped your world	Aquilo fugiu do seu mundo
Can you see that I am needing	Você consegue ver que estou precisando?
Begging for so much more than you could ever give	Implorando por muito mais do que você poderia ter dado
And I don't want you to adore me	E eu não quero que você me adore
Don't want you to ignore me	Não quero que você me ignore
When it pleases you yeah	Se isso te agrada, yeah
And I'll do it on my own	E eu vou me virar sozinho
Micro Cuts	Micro Cortes
Hands are red with your blame	As mãos estão vermelhas com sua culpa
Megaphone screaming my name	O megafone grita meu nome
Whimpers someone I should've loved	Queixa-se de alguém que eu deveria ter amado
Souls weeping above	As almas choram lá de cima
I've seen what you’re doing to me	Eu vi o que você está fazendo pra mim
Destroying puppet strings to our souls	Destruindo os fios do fantoche para as nossas almas
Micro waves me insane	Micro ondas me deixam insano
A blade cuts in your brain	Uma lâmina corta seu cérebro
Sounds like forks on a plate	Soa como um garfo num prato
Blackboard scratched with hate	Lousa arranhada com ódio
Minimum	Minimum (Tradução)
MK Ultra	MK Ultra
The wavelength gently grows,	O comprimento de onda cresce lentamente,
Coercive notions re-evolve,	Noções coercivas se expandem novamente
A universe is trapped inside a tear,	Um universo preso em uma lágrima
It resonates the core,	Ressoa no núcleo,
Creates unnatural laws,	Cria leis não-naturais
Replaces love and happiness with fear	Substitui amor e felicidade por medo
How much deception can you take?	Quanta decepção você pode suportar?
How many lies will you create?	Quantas mentiras você criará?
How much longer until you break?	Quanto tempo até você desmoronar?
You mind's about to fall	Sua mente está a ponto de colapsar
And they are breaking through,	E eles estão se libertando
They are breaking through,	Eles estão se libertando
Now we're falling,	Nós estamos caindo agora
We are losing control	Estamos perdendo o controle
Invisible to all,	Invisível para todos
The mind becomes a wall.	A mente se transforma em uma barreira
All of history deleted with one stroke	Toda a história apagada com apenas um golpe
How much deception can you take?	Quanta decepção você pode suportar?
How many lies will you create?	Quantas mentiras você criará?
How much longer until you break?	Quanto tempo até você desmoronar?
Your mind's about to fall	Sua mente está a ponto de colapsar
And they are breaking through,	E eles estão se libertando
They are breaking through,	Eles estão se libertando
Neutron Star Collision (Love Is Forever)	Colisão de Estrela de Nêutrons (O Amor É Para Sempre)
I was searching	Eu estava procurando
You were on a mission	Você estava em uma missão
Then our hearts combined like	Depois nossos corações combinaram
A neutron star collision	Como uma colisão de estrelas de nêutrons
I have nothing left to lose	Não tenho nada a perder
You took your time to choose	Você não teve pressa pra escolher
Then we told each other	Depois dissemos um para o outro
With no trace of fear that...	Sem rastro de medo que...
Our love would be forever	Nosso amor seria para sempre
And if we die, We die together	E se morrêssemos, morreríamos juntos
And lie, I said never	E a mentira, eu nunca disse
'Cause our love would be forever	Porque nosso amor seria para sempre
The world is broken	O mundo está destruído
Halos fail to glisten	Auréolas não brilham mais
You try to make a difference	Você tenta fazer a diferença
But no one wants to listen	Mas ninguém quer ouvir
Hail, the preachers, fake and proud	Saudações, aos pastores falsos e orgulhosos
Their doctrines will be cloud	Suas doutrinas serão ''nubladas''
Then they'll dissipate	E então elas se dissiparão
Like snowflakes in an ocean	Como flocos de neve no oceano
Love is forever	O amor é para sempre
And we'll die, we'll die together	E nós morreremos, morreremos juntos
And lie, I say never	E mentira, eu nunca digo
'Cause our love could be forever	Porque o nosso amor poderia ser para sempre
Now I've got nothing left to lose	Agora eu não tenho nada a perder
You take your time to choose	Não tenha pressa pra escolher
I can tell you now without a trace of fear	Eu posso te dizer agora sem um rastro de medo
That my love will be forever	Que meu amor será para sempre
and we'll die we'll die together	E nós morreremos, morreremos juntos
Nature 1	Natureza 1
Conforming on a monday	Conforme em uma segunda feira
Too often and too cold	Tão frequente e tão fria
But you aren't even listening	Mas você nem mesmo está ouvindo
Because you are just	Porque simplesmente é..
Too old to feel an earthquake	Muito velha para sentir um terremoto
Or too cool to even care	Ou muito bacana pra se importar
But you aren't even listening	Mas você nem mesmo está ouvindo
So why should I?	Então porque eu deveria?
You are	Você é
A natural disaster	Um desastre natural
And I've wanted you too much	E eu te quis muito
And now I'm gonna lose	E agora eu vou perder
I've wanted you too much	Eu te quis demais
And now I've gotta choose	E agora eu tenho que escolher
You're the cause of all this	Você é a causa de tudo isso
And I'm sick of trying to please you	E eu cansei de tentar te agradar
And you're gonna feel my emotions coming	E você vai sentir minhas emoções chegando
Because you're the world	Porque você é o mundo
Like a broken dam you're empty	Como uma represa quebrada você está vazia
And all that's left are the sticks and stones	E tudo que restou foram paus e pedras
That were built by other people	Que foram construídos por outras pessoas
And it really shows	E isso realmente mostra
But you aren't even listening	Mas você nem mesmo está ouvindo
Because you are just	Porque simplesmente é..
Too old to feel an earthquake	Muito velha para sentir um terremoto
Or too cool to even care	Ou muito bacana pra se importar
But you aren't even listening	Mas você nem mesmo está ouvindo
So why should I?	Então porque eu deveria?
You are	Você é
A natural disaster	Um desastre natural
And I've wanted you too much	E eu te quis muito
And now I'm gonna lose	E agora eu vou perder
I've wanted you too much	Eu te quis demais
And now I've gotta choose	E agora eu tenho que escolher
You're the cause of all this	Você é a causa de tudo isso
And I'm sick of trying to please you	E eu cansei de tentar te agradar
Natural Disaster	Desastre Natural
Conforming on a monday	Conformando em uma segunda-feira
Too often and too cold	Tão frequente tão frio
But you aren't even listening	Mas você sequer está ouvindo
Because you are just	Pois você é só
Too old to feel an earthquake	Muito velha pra sentir um terremoto
Or too cool to even care	Ou muito cool pra sequer ligar
But you aren't even listening	Mas você sequer está ouvindo
So why should I?	Então por que eu deveria?
You are	Você é
A natural disaster	um desastre natural
And I've wanted you too much	E eu te quis muito
And now I'm gonna lose	E agora vou perder
I've wanted you too much	Eu te quis muito
And now I've gotta choose	E agora tenho que escolher
You're the cause of all this	Você é o motivo de tudo isso
And I'm sick of trying to please you	E estou cansado de tentar agradar você
And you're gonna feel my emotions coming	E você sentirá minhas emoções chegando
Because you're the world	Pois você é o mundo
Like a broken damn you're empty	Como uma maldição quebrada você é vazia
And all that's left are the sticks and stones	E tudo que sobrou são varas e pedras
That were built by other people	Construídas por outra pessoa
And it really shows	E isso realmente mostra
But you aren't even listening	Mas você sequer está ouvindo
Because you are just	Pois você é só
Too old to feel an earthquake	Muito velha pra sentir um terremoto
Or too cool to even care	Ou muito cool pra sequer ligar
But you aren't even listening	Mas você sequer está ouvindo
So why should I?	Então por que eu deveria?
You are	Você é
A natuaral disaster	um desastre natural
And I've wanted you too much	E eu te quis muito
And now I'm gonna lose	E agora vou perder
I've wanted you too much	Eu te quis muito
And now I've gotta choose	E agora tenho que escolher
You're the cause of all this	Você é o motivo de tudo isso
And I'm sick of trying to please you	E estou cansado de tentar agradar você
New Kind Of Kick	New Kind Of pontapé
Life is short	A vida é curta
Filled with stuff	Enchida com o material
Don't know what for	Não sei para quê
I ain't had enough	Eu não tinha o suficiente
I learned all I know	Eu aprendi tudo o que sei
By the age of nine	Com a idade de nove
But I could better myself	Mas eu poderia melhor eu mesmo
If I could only find	Se eu só poderia encontrar
Some new kind of kick	Um novo tipo de chute
Something I ain't had	Algo que eu não tinha
Some new kind of buzz	Um novo tipo de zumbido
I wanna go hog mad	Eu quero ir porco louco
I'm lookin' and lookin' and lookin' for	Eu estou olhando e olhando e procurando por
Something I ain't had before	Algo que eu não tinha antes
I'm lookin' and lookin' and lookin' to find	Eu estou olhando e olhando e olhando pra encontrar
Some new kind of kick	Um novo tipo de chute
Some new kind of kick	Um novo tipo de chute
C'mon now gimme a kick	Vamos agora me dê um pontapé
I want some new kind of kick	Eu quero um novo tipo de chute
Like baby needs a mom	Como o bebé precisa de uma mãe
Like susie needs dick	Como Susie precisa de pau
This baby needs	Este bebê necessidades
Some new kind of kick	Um novo tipo de chute
I want some new kind of kick	Eu quero um novo tipo de chute
I want some new kind of kick	Eu quero um novo tipo de chute
I want some new kind of kick	Eu quero um novo tipo de chute
I want some new kind of kick	Eu quero um novo tipo de chute
I'm lookin' and lookin' and lookin' for	Eu estou olhando e olhando e procurando por
Something I ain't had before	Algo que eu não tinha antes
I'm lookin' and lookin' and lookin' to find	Eu estou olhando e olhando e olhando pra encontrar
Some new kind of kick	Um novo tipo de chute
Some new kind of kick	Um novo tipo de chute
Hey I need a kick	Ei, eu preciso de um pontapé
New Born	Recém Nascido
Link it to the world	Conecte-o a seu mundo
Link it to yourself	Conecte-o a si mesmo
Stretch it like a birth squeeze	Distenda-o como uma contração de parto
For love for what you hide	Por amor pelo o que você esconde
For bitterness inside	Pois a amargura interna
Is growing like the new born	Está crescendo como um recém nascido
When you've seen	Quando você tem visto
Seen	Visto
Too much	Muito
Too young	Muito jovem
Young	Jovem
Soulless is everywhere	Desalmados em toda parte
Hopeless time to roam	Tempo desesperado para vaguear
The distance to your home	A distância para a sua casa
Fades away to nowhere	Desaparece para lugar nenhum
How much are you worth?	Quanto você vale?
You can't come down to earth	Você não pode descer à terra
You're swelling up	Você está inchando
You're unstoppable	Você está imparável
'Cause you've seen	Porque você tem visto
Seen	Visto
Too much	Muito
Too young	Muito jovem
Young	Jovem
Soulless is everywhere	Desalmados em toda parte
Destroy the spineless	Destrua os fracos
Show me it's real	Mostre-me que é real
Wasting our last chance	Gastando nossa ultima chance
To come away	De nos desprender
Just break the silence	Apenas quebre o silêncio
'Cause I'm drifting away	Porque estou me afastando
Away from you, oh	Afastando de você, oh
Link it to the world	Conecte-o a seu mundo
Link it to yourself	Conecte-o a si mesmo
Stretch it like it's a birth squeeze	Distenda-o como uma contração de parto
And the love for what you hide	E o amor pelo que você esconde
And the bitterness inside	E a amargura interna
Is growing like the new born	Está crescendo como um recém nascido
When you've seen	Quando você vê
Seen	Vê
Too much	Muito
Too young	Muito jovem
Young	Jovem
Soulless is everywhere	Desalmados em toda parte
Destroy the spineless	Destrua os fracos
Show me it's real	Mostre-me que é real
Wasting our last chance	Gastando nossa ultima chance
To come away	De nos desprender
Just break the silence	Apenas quebre o silêncio
Panic Station	Estação do Pânico
You won’t get much closer	Você não vai chegar muito perto
Until you sacrifice it all	Até sacrificar tudo
You won’t get to taste it	Você não terá que prová-lo
With your face against the wall	Com a sua cara contra a parede
Get up and commit	Levante-se e comprometa-se
Show the power trapped within	Mostre o poder aprisionado dentro
Do just what you want to	Faça o que você quiser fazer
Now stand up and begin	Agora levante-se e comece
Ooh, 1, 2, 3, 4 fire’s in your eyes	Uuh, 1, 2, 3, 4, fogo nos seus olhos
And this chaos it defies imagination	E este caos que desafia a imaginação
Ooh, 5, 6, 7, 8 minus 9 lives	Uuh 5, 6, 7, 8, menos 9 vidas
You’ve arrived at panic station	Você chegou à estação do pânico!
Doubts will try to break you	Dúvidas vão tentar quebrar você
Unleash your heart and soul	Liberte seu coração e alma
Trouble will surround you	O problema vai cercá-lo
Start taking some control	Comece a tomar o controle
Stand up and deliver	Levante-se e entregue
Your wildest fantasy	Sua fantasia mais louca
Do what the fuck you want to	Faça o que diabos você quiser
There’s no one to appease	Não há ninguém para intervir
Ooh, 1, 2, 3, 4 fire’s in your eyes	Uuh, 1, 2, 3, 4, fogo nos seus olhos
And this chaos it defies imagination	E este caos que desafia a imaginação
Ooh, 5, 6, 7, 8 minus 9 lives	Uuh 5, 6, 7, 8, menos 9 vidas
You’ve arrived at panic station	Você chegou à estação do pânico
Ooh, 1, 2, 3, 4 fire’s in your eyes	Uuh, 1, 2, 3, 4, fogo nos seus olhos
And this chaos it defies imagination	E este caos que desafia a imaginação
Ooh, 5, 6, 7, 8 minus 9 lives	Uuh 5, 6, 7, 8, menos 9 vidas
And I know you will fight for the duration	E eu sei que você vai lutar para a duração
Ooh, 1, 2, 3, 4 fire’s in your eyes	Uuh, 1, 2, 3, 4, fogo nos seus olhos
And you know I’m not	E você sabe que eu não estou
Resisting your temptations	Resistindo as suas tentações
Pink Ego Box	Caixa Rosa do Ego
Its gonna be okay	Vai ficar tudo bem
Can't afford another day	Não consigo permitir outro dia
At fifty bytes per second	Em cinqüenta bytes por segundo
I've never seen your face	Eu nunca vi seu rosto
I've never heard your voice	Eu nunca ouvi sua voz
But I think I like it	Mas eu acho que gosto disso
When you instant message me with a promise	Quando você me manda uma mensagem instantânea com uma promessa
I can feel it	E consigo sentir isso
I can tell you're gonna be	Eu posso dizer que você vai ser
Just like me	Assim como eu sou
My eyes are going astray	Meus olhos desviam do caminho
My heart is feeling pain	Meu coração está doendo
At fifty beats per second	Em cinqüenta bytes por segundo
I've never seen your eyes	Eu nunca vi seus olhos
I've never heard your lies	Eu nunca ouvi suas mentiras
But I think I like it	Mas eu acho que gosto disso
When you instant message me with a promise	Quando você me manda uma mensagem instantânea com uma promessa
And I can feel it	E consigo sentir isso
I can tell you're gonna be	Eu posso dizer que você vai ser
Just like me	Assim como eu sou
You turn	Você me
Please, Please, Please Let Me Get What I Want	Por favor, Por favor, Por favor, Por favor Me Deixe Ter o Que Quero
Good times for a change	Bons tempos para uma mudança
See, the luck I've had	Veja, a sorte que eu tive
Can make a good man	pode fazer um bom homem
Turn bad	se tornar mau
So please please please	Então por favor, por favor, por favor,
Let me, let me, let me	Me deixe, me deixe, me deixe
Let me get what I want	Me deixe ter o que eu quero
This time	Dessa vez
Haven't had a dream in a long time	Não tenho tido sonhos há um bom tempo
See, the life I've had	Veja, a vida que eu tive
Can make a good man bad	Pode fazer um bom homem mau
So for once in my life	Então pelo menos uma vez na minha vida
Let me get what I want	Me deixe ter o que eu quero
Propaganda	Propaganda
Propaganda	Propaganda
Propaganda	Propaganda
Propaganda	Propaganda
Propaganda	Propaganda
Floozy	Meretriz
You got me trapped in your dark fantasy world	Você me pegou preso em seu mundo de fantasia sombria
Don't you know you make me woozy?	Você não sabe que me deixa tonto?
You have me wrapped around your little finger	Você me envolveu em volta do seu dedo mindinho
Baby, don't you know	Baby, você não sabe?
You can't lose	Você não pode perder
You make me offers that I can't refuse	Você me faz ofertas que eu não posso recusar
You keep telling pretty lies	Você continua contando mentiras bonitas
You toy with the truth	Você está brincando com a verdade
Only you're killing me with your	Só você está me matando com a sua
Propaganda	Propaganda
Propaganda	Propaganda
Propaganda	Propaganda
Propaganda	Propaganda
Cold chick	Garota fria
You ate my soul just like a death eater	Você comeu minha alma como um Comensal da Morte
I'm the ocean you're an oil slick now	Eu sou o oceano, você é uma mancha de óleo agora
But I'm choking on your thought pollution	Mas eu estou engasgando com sua poluição de pensamento
Baby, don't you know	Baby, você não sabe
You can't lose	Você não pode perder
You make me offers that I can't refuse	Você me faz ofertas que eu não posso recusar
You keep telling pretty lies	Você continua contando mentiras bonitas
You toy with the truth	Você brinca com a verdade
Only you're killing me with your	Só você está me matando com a sua
Propaganda	Propaganda
Propaganda	Propaganda
Propaganda	Propaganda
Propaganda	Propaganda
You can't lose	Você não pode perder
You make me offers that I can't refuse	Você me faz ofertas que eu não posso recusar
You keep telling pretty lies, babe	Você continua dizendo mentiras bonitas, querida
Baby, don't you know you can't lose?	Baby, você não sabe que não pode perder?
You make me offers that I can't refuse, yeah	Você me faz ofertas que eu não posso recusar, sim
You keep telling pretty lies, babe	Você continua contando mentiras bonitas, querida
Don't you know that you just can't lose?	Você não sabe que você simplesmente não pode perder?
You make me offers that I can't refuse, yeah	Você me faz ofertas que eu não posso recusar, sim
You keep telling pretty lies	Você continua dizendo mentiras bonitas
You play with truth	Você brinca com a verdade
Plug In Baby	Guitarra
I've exposed your lies, baby	Eu expus suas mentiras, querida
The underneath is no big surprise	O que tem por baixo não é grande surpresa
Now it's time for changing	Agora é tempo de mudar
And cleansing everything	E purificar tudo
To forget your love	Para esquecer seu amor
My plug in baby	Minha guitarra
Crucifies my enemies	Crucifica meus inimigos
When I'm tired of giving	Quando estou cansado de desistir
My plug in baby	Minha guitarra
In unbroken virgin realities	Em inquebráveis realidades virgens
Is tired of living	Está cansada de viver
Don't confuse	Não confunda
Baby you're gonna lose	Querida, você vai perder
Your own game	Seu próprio jogo
Change me	Me mude
Replace the envying	Substitua a inveja
To forget your love	Para esquecer seu amor
My plug in baby	Minha guitarra
Crucifies my enemies	Crucifica meus inimigos
When I'm tired of giving	Quando estou cansado de desistir
My plug in baby	Minha guitarra
In unbroken virgin realities	Em inquebráveis realidades virgens
I'm tired of living	Estou cansado de viver
And I've seen your loving	E eu tenho visto seu amor
Pressure	Pressão
I'm trapped and my back's up against the wall	Eu estou preso e minhas costas estão contra a parede
I see no solution or exit out	Não vejo solução ou saída
I'm grinding it out, no one can see	Eu estou desgastando, ninguém pode ver
The pressure's growing exponetially	A pressão está crescendo exponencialmente
I'm trying to keep up to speed with you	Estou tentando acompanhar você
Your lane changing is oscillating me	Seu jogo mudando está me oscilando
I'm hitting the ground and I'm sprinting	Eu estou caindo no chão e estou correndo
I'm falling behind now, I'm tuning out	Estou ficando para trás agora, estou saindo
Pressure building	Pressão acumulando
Pressure building	Pressão acumulando
Pressure building	Pressão acumulando
Don't push me (aah)	Não me empurre (aah)
Don't push me (aah)	Não me empurre (aah)
Let me get off the ground (don't push me)	Deixe-me sair do chão (não me empurre)
To you I'm no longer bound (ooh, wee, aah)	A você eu não estou mais preso (ooh, wee, aah)
Don't stop me (ooh, wee, aah)	Não me pare (ooh, wee, aah)
Don't choke me (ooh, wee, aah)	Não me sufoque (ooh, wee, aah)
I need you out of my head (don't push us)	Eu preciso de você fora da minha cabeça (não nos force)
You got me close to the edge (no pressure)	Você me deixou perto da borda (sem pressão)
